,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,İlan No:
2355, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2356, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2357, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2358, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2359, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2360, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2361, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2362, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2363, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2364, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2365, Renault   , Megane   , 1.5 Blue DCI Touch   , 2020   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 0 km   ,
2366, Renault   , R 9   , 1.4 Broadway   , 1992   , Benzin   , Düz   , 1390 cc   , 83 hp   , 197.000 km   ,
2367, Mercedes - Benz   , E   , 320 Avantgarde   , 2005   , LPG & Benzin   , Otomatik   , 3199 cc   , 224 hp   , 522.000 km   ,
2368, Tofaş   , Murat   , 131   , 1986   , LPG & Benzin   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 230.000 km   ,
2369, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2370, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2371, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2372, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2373, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2374, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2375, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2376, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2377, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2378, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2379, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2380, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2381, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2382, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2383, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2384, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2385, Renault   , Megane   , 1.5 Blue DCI Touch   , 2020   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 0 km   ,
2386, Renault   , R 9   , 1.4 Broadway   , 1992   , Benzin   , Düz   , 1390 cc   , 83 hp   , 197.000 km   ,
2387, Mercedes - Benz   , E   , 320 Avantgarde   , 2005   , LPG & Benzin   , Otomatik   , 3199 cc   , 224 hp   , 522.000 km   ,
2388, Tofaş   , Murat   , 131   , 1986   , LPG & Benzin   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 230.000 km   ,
2389, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2390, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2391, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2392, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2393, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2394, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2395, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2396, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2397, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2398, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2399, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2400, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2401, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2402, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2403, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2404, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2405, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2406, Renault   , Megane   , 1.5 Blue DCI Touch   , 2020   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 0 km   ,
2407, Renault   , R 9   , 1.4 Broadway   , 1992   , Benzin   , Düz   , 1390 cc   , 83 hp   , 197.000 km   ,
2408, Mercedes - Benz   , E   , 320 Avantgarde   , 2005   , LPG & Benzin   , Otomatik   , 3199 cc   , 224 hp   , 522.000 km   ,
2409, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2410, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2411, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2412, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2413, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2414, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2415, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2416, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2417, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2418, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2419, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2420, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2421, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2422, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2423, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2424, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2425, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2426, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2427, Renault   , Megane   , 1.5 Blue DCI Touch   , 2020   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 0 km   ,
2428, Renault   , R 9   , 1.4 Broadway   , 1992   , Benzin   , Düz   , 1390 cc   , 83 hp   , 197.000 km   ,
2429, Opel   , Astra   , 1.6 Comfort   , 2001   , Benzin   , Düz   , 1598 cc   , 100 hp   , 237.000 km   ,
2430, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2431, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2432, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2433, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2434, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2435, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2436, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2437, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2438, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2439, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2440, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2441, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2442, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2443, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2444, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2445, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2446, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2447, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2448, Renault   , Megane   , 1.5 Blue DCI Touch   , 2020   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 0 km   ,
2449, Peugeot   , 206   , 1.4 HDi Sporty   , 2005   , Dizel   , Düz   , 1398 cc   , 69 hp   , 264.000 km   ,
2450, Opel   , Astra   , 1.6 Comfort   , 2001   , Benzin   , Düz   , 1598 cc   , 100 hp   , 237.000 km   ,
2451, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2452, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2453, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2454, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2455, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2456, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2457, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2458, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2459, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2460, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2461, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2462, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2463, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2464, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2465, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2466, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2467, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2468, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2469, Peugeot   , 206   , 1.4 HDi Sporty   , 2005   , Dizel   , Düz   , 1398 cc   , 69 hp   , 264.000 km   ,
2470, Opel   , Astra   , 1.6 Comfort   , 2001   , Benzin   , Düz   , 1598 cc   , 100 hp   , 237.000 km   ,
2471, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2472, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2473, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2474, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2475, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2476, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2477, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2478, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2479, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2480, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2481, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2482, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2483, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2484, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2485, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2486, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2487, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2488, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2489, Peugeot   , 206   , 1.4 HDi Sporty   , 2005   , Dizel   , Düz   , 1398 cc   , 69 hp   , 264.000 km   ,
2490, Opel   , Astra   , 1.6 Comfort   , 2001   , Benzin   , Düz   , 1598 cc   , 100 hp   , 237.000 km   ,
2491, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2492, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2493, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2494, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2495, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2496, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2497, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2498, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2499, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2500, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2501, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2502, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2503, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2504, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2505, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2506, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2507, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2508, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2509, Peugeot   , 206   , 1.4 HDi Sporty   , 2005   , Dizel   , Düz   , 1398 cc   , 69 hp   , 264.000 km   ,
2510, Opel   , Astra   , 1.6 Comfort   , 2001   , Benzin   , Düz   , 1598 cc   , 100 hp   , 237.000 km   ,
2511, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2512, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2513, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2514, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2515, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2516, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2517, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2518, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2519, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2520, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2521, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2522, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2523, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2524, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2525, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2526, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2527, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2528, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2529, Peugeot   , 206   , 1.4 HDi Sporty   , 2005   , Dizel   , Düz   , 1398 cc   , 69 hp   , 264.000 km   ,
2530, Opel   , Astra   , 1.6 Comfort   , 2001   , Benzin   , Düz   , 1598 cc   , 100 hp   , 237.000 km   ,
2531, Opel   , Vectra   , 1.6 Comfort   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 266.000 km   ,
2532, Hyundai   , Accent Blue   , 1.6 CRDI Biz   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 194.000 km   ,
2533, Volkswagen   , Polo   , 1.4 TDi   , 2004   , Dizel   , Düz   ,,, 240.000 km   ,
2534, Rover   , 620   , Ti   , 1996   , LPG & Benzin   , Düz   , 1994 cc   , 200 hp   , 242.000 km   ,
2535, Fiat   , Linea   , 1.3 Multijet Actual   , 2012   , Dizel   , Düz   , 1248 cc   , 90 hp   , 280.000 km   ,
2536, Renault   , Symbol   , 1.0 Touch   , 2017   , Benzin   , Düz   , 998 cc   , 75 hp   , 27.605 km   ,
2537, Ford   , Focus   , 1.6 Comfort   , 2011   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.000 km   ,
2538, Opel   , Corsa   , 1.3 CDTI Essentia   , 2014   , Dizel   , Düz   , 1248 cc   , 75 hp   , 159.000 km   ,
2539, Ford   , Fusion   , 1.6   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 150.535 km   ,
2540, Hyundai   , Getz   , 1.4 DOHC Start   , 2010   , LPG & Benzin   , Otomatik   , 1399 cc   , 97 hp   , 83.650 km   ,
2541, Kia   , Cerato   , 1.6 LX Basic   , 2008   , Dizel   , Düz   ,,, 420.000 km   ,
2542, Toyota   , Avensis   , 2.0 Sol   , 1999   , LPG & Benzin   , Otomatik   , 1998 cc   , 128 hp   , 286.000 km   ,
2543, Volkswagen   , Passat   , 1.8 T Highline   , 1997   , LPG & Benzin   , Düz   , 1781 cc   , 150 hp   , 300.000 km   ,
2544, Toyota   , Corolla   , 1.6 Comfort   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 124 hp   , 325.000 km   ,
2545, Renault   , R 11   , Flash   , 1991   , LPG & Benzin   , Düz   ,,, 378.000 km   ,
2546, Hyundai   , Getz   , 1.5 VGT HY KLM   , 2006   , Dizel   , Düz   , 1493 cc   , 110 hp   , 344.500 km   ,
2547, Hyundai   , Accent Era   , 1.4 Start   , 2007   , LPG & Benzin   , Düz   , 1399 cc   , 97 hp   , 300.000 km   ,
2548, Renault   , Clio   , 1.5 dCi Alize   , 2005   , Dizel   , Düz   , 1461 cc   , 80 hp   , 246.000 km   ,
2549, Volkswagen   , Polo   , 1.4 Highline   , 2000   , LPG & Benzin   , Düz   , 1390 cc   , 100 hp   , 275.000 km   ,
2550, Peugeot   , 206   , 1.4 HDi Sporty   , 2005   , Dizel   , Düz   , 1398 cc   , 69 hp   , 264.000 km   ,
